spectrum_id,returncode,status,error_message,log_path,project
23,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_23.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_23
24,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_24.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_24
25,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_25.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_25
26,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_26.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_26
27,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_27.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_27
28,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_28.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_28
29,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_29.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_29
30,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_30.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_30
31,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_31.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_31
32,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_32.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_32
33,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_33.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_33
34,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_34.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_34
35,0,no_formula_candidates,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_35.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_35
36,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_36.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_36
37,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_37.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_37
38,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_38.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_38
39,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_39.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_39
40,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_40.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_40
41,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_41.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_41
42,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_42.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_42
43,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_43.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_43
44,0,no_formula_candidates,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_44.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_44
45,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_45.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_45
46,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_46.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_46
47,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_47.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_47
48,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_48.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_48
49,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_49.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_49
50,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_50.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_50
51,0,no_formula_candidates,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_51.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_51
52,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_52.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_52
53,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_53.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_53
54,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_54.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_54
55,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_55.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_55
56,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_56.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_56
57,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_57.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_57
58,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_58.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_58
59,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_59.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_59
60,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_60.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_60
61,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_61.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_61
62,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_62.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_62
63,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_63.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_63
64,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_64.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_64
65,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_65.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_65
66,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_66.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_66
67,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_67.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_67
68,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_68.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_68
69,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_69.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_69
70,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_70.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_70
71,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_71.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_71
72,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_72.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_72
73,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_73.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_73
74,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_74.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_74
75,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_75.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_75
76,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_76.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_76
77,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_77.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_77
78,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_78.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_78
79,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_79.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_79
80,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_80.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_80
81,0,no_formula_candidates,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_81.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_81
82,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_82.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_82
83,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_83.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_83
84,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_84.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_84
85,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_85.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_85
86,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_86.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_86
87,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_87.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_87
88,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_88.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_88
89,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_89.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_89
90,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_90.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_90
91,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_91.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_91
92,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_92.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_92
93,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_93.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_93
94,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_94.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_94
95,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_95.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_95
96,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_96.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_96
97,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_97.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_97
98,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_98.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_98
99,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_99.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_99
100,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_100.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_100
101,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_101.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_101
102,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_102.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_102
103,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_103.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_103
104,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_104.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_104
105,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_105.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_105
106,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_106.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_106
107,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_107.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_107
108,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_108.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_108
109,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_109.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_109
110,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_110.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_110
111,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_111.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_111
112,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_112.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_112
113,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_113.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_113
114,0,no_formula_candidates,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_114.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_114
115,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_115.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_115
116,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_116.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_116
117,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_117.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_117
118,0,available,,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/logs/sirius_casmi_spec_118.log,/home/zhome/ec_structure/github_export/FragAnnotor/results/native_sirius_casmi/sirius_project_single/casmi_spec_118
