query_id,true_candidate_id,candidate_id,retained,original_candidate_count,gated_candidate_count,union_gate,per_policy_top_k
72,CASMI_MOL_1196864,CASMI_MOL_1196864,True,2001,10,union_fragannotor_sirius,10
73,CASMI_MOL_1196865,CASMI_MOL_1196865,True,2001,10,union_fragannotor_sirius,10
74,CASMI_MOL_1196866,CASMI_MOL_1196866,True,2001,10,union_fragannotor_sirius,10
75,CASMI_MOL_1196867,CASMI_MOL_1196867,True,2001,10,union_fragannotor_sirius,10
76,CASMI_MOL_1196812,,False,2001,10,union_fragannotor_sirius,10
77,CASMI_MOL_1196868,CASMI_MOL_1196868,True,2001,10,union_fragannotor_sirius,10
78,CASMI_MOL_1196869,CASMI_MOL_1196869,True,787,10,union_fragannotor_sirius,10
79,CASMI_MOL_1196870,CASMI_MOL_1196870,True,2001,10,union_fragannotor_sirius,10
80,CASMI_MOL_1196871,CASMI_MOL_1196871,True,2001,10,union_fragannotor_sirius,10
81,CASMI_MOL_1196872,CASMI_MOL_1196872,True,276,17,union_fragannotor_sirius,10
82,CASMI_MOL_1196873,CASMI_MOL_1196873,True,2001,10,union_fragannotor_sirius,10
83,CASMI_MOL_1196874,CASMI_MOL_1196874,True,2001,10,union_fragannotor_sirius,10
84,CASMI_MOL_1196852,CASMI_MOL_1196852,True,2001,10,union_fragannotor_sirius,10
85,CASMI_MOL_1196834,CASMI_MOL_1196834,True,2001,10,union_fragannotor_sirius,10
86,CASMI_MOL_1196875,CASMI_MOL_1196875,True,2001,10,union_fragannotor_sirius,10
87,CASMI_MOL_1196876,CASMI_MOL_1196876,True,2001,10,union_fragannotor_sirius,10
88,CASMI_MOL_1196877,,False,2001,10,union_fragannotor_sirius,10
89,CASMI_MOL_1196805,CASMI_MOL_1196805,True,2001,10,union_fragannotor_sirius,10
90,CASMI_MOL_1196878,CASMI_MOL_1196878,True,1959,10,union_fragannotor_sirius,10
91,CASMI_MOL_1196847,CASMI_MOL_1196847,True,2001,10,union_fragannotor_sirius,10
92,CASMI_MOL_1196880,CASMI_MOL_1196880,True,1729,10,union_fragannotor_sirius,10
93,CASMI_MOL_1196881,CASMI_MOL_1196881,True,2001,10,union_fragannotor_sirius,10
94,CASMI_MOL_1196882,CASMI_MOL_1196882,True,347,20,union_fragannotor_sirius,10
95,CASMI_MOL_1196883,CASMI_MOL_1196883,True,1877,10,union_fragannotor_sirius,10
96,CASMI_MOL_1196884,CASMI_MOL_1196884,True,2001,10,union_fragannotor_sirius,10
97,CASMI_MOL_1196885,CASMI_MOL_1196885,True,2001,10,union_fragannotor_sirius,10
98,CASMI_MOL_1196886,,False,2001,10,union_fragannotor_sirius,10
99,CASMI_MOL_1196887,CASMI_MOL_1196887,True,2001,10,union_fragannotor_sirius,10
100,CASMI_MOL_1196888,CASMI_MOL_1196888,True,2001,10,union_fragannotor_sirius,10
101,CASMI_MOL_1196890,CASMI_MOL_1196890,True,2001,10,union_fragannotor_sirius,10
102,CASMI_MOL_1196891,CASMI_MOL_1196891,True,2001,10,union_fragannotor_sirius,10
103,CASMI_MOL_1196892,CASMI_MOL_1196892,True,678,10,union_fragannotor_sirius,10
104,CASMI_MOL_1196893,CASMI_MOL_1196893,True,2001,10,union_fragannotor_sirius,10
105,CASMI_MOL_1196894,CASMI_MOL_1196894,True,2001,10,union_fragannotor_sirius,10
106,CASMI_MOL_1196895,CASMI_MOL_1196895,True,2001,10,union_fragannotor_sirius,10
107,CASMI_MOL_1196896,CASMI_MOL_1196896,True,2001,10,union_fragannotor_sirius,10
108,CASMI_MOL_1196899,CASMI_MOL_1196899,True,2001,10,union_fragannotor_sirius,10
109,CASMI_MOL_1196900,CASMI_MOL_1196900,True,2001,10,union_fragannotor_sirius,10
110,CASMI_MOL_1196901,CASMI_MOL_1196901,True,824,10,union_fragannotor_sirius,10
111,CASMI_MOL_1196902,CASMI_MOL_1196902,True,2001,10,union_fragannotor_sirius,10
112,CASMI_MOL_1196903,CASMI_MOL_1196903,True,2001,10,union_fragannotor_sirius,10
113,CASMI_MOL_1196905,CASMI_MOL_1196905,True,2001,10,union_fragannotor_sirius,10
114,CASMI_MOL_1196906,CASMI_MOL_1196906,True,689,19,union_fragannotor_sirius,10
115,CASMI_MOL_1196907,CASMI_MOL_1196907,True,1876,10,union_fragannotor_sirius,10
116,CASMI_MOL_1196909,CASMI_MOL_1196909,True,2001,10,union_fragannotor_sirius,10
117,CASMI_MOL_1196910,CASMI_MOL_1196910,True,2001,10,union_fragannotor_sirius,10
118,CASMI_MOL_1196911,,False,2001,10,union_fragannotor_sirius,10
119,CASMI_MOL_1196912,,False,2001,10,union_fragannotor_sirius,10
120,CASMI_MOL_1196913,CASMI_MOL_1196913,True,2001,10,union_fragannotor_sirius,10
121,CASMI_MOL_1196918,CASMI_MOL_1196918,True,2001,10,union_fragannotor_sirius,10
122,CASMI_MOL_1196919,CASMI_MOL_1196919,True,2001,10,union_fragannotor_sirius,10
123,CASMI_MOL_1196920,CASMI_MOL_1196920,True,2001,10,union_fragannotor_sirius,10
124,CASMI_MOL_1196921,CASMI_MOL_1196921,True,2001,10,union_fragannotor_sirius,10
125,CASMI_MOL_1196922,CASMI_MOL_1196922,True,2001,10,union_fragannotor_sirius,10
126,CASMI_MOL_1196923,CASMI_MOL_1196923,True,2001,10,union_fragannotor_sirius,10
127,CASMI_MOL_1196924,CASMI_MOL_1196924,True,1657,10,union_fragannotor_sirius,10
128,CASMI_MOL_1196925,CASMI_MOL_1196925,True,2001,10,union_fragannotor_sirius,10
129,CASMI_MOL_1196897,CASMI_MOL_1196897,True,2001,10,union_fragannotor_sirius,10
130,CASMI_MOL_1196926,CASMI_MOL_1196926,True,2001,10,union_fragannotor_sirius,10
131,CASMI_MOL_1196928,CASMI_MOL_1196928,True,2001,10,union_fragannotor_sirius,10
132,CASMI_MOL_1196929,CASMI_MOL_1196929,True,2001,10,union_fragannotor_sirius,10
133,CASMI_MOL_1196930,,False,2001,10,union_fragannotor_sirius,10
134,CASMI_MOL_1196932,CASMI_MOL_1196932,True,2001,10,union_fragannotor_sirius,10
135,CASMI_MOL_1196933,,False,2001,10,union_fragannotor_sirius,10
136,CASMI_MOL_1196934,CASMI_MOL_1196934,True,2001,10,union_fragannotor_sirius,10
137,CASMI_MOL_1196935,CASMI_MOL_1196935,True,2001,10,union_fragannotor_sirius,10
138,CASMI_MOL_1196936,CASMI_MOL_1196936,True,2001,10,union_fragannotor_sirius,10
139,CASMI_MOL_1196937,CASMI_MOL_1196937,True,631,10,union_fragannotor_sirius,10
140,CASMI_MOL_1196939,CASMI_MOL_1196939,True,2001,10,union_fragannotor_sirius,10
141,CASMI_MOL_1196941,CASMI_MOL_1196941,True,2001,10,union_fragannotor_sirius,10
142,CASMI_MOL_1196942,CASMI_MOL_1196942,True,2001,10,union_fragannotor_sirius,10
143,CASMI_MOL_1196943,,False,2001,10,union_fragannotor_sirius,10
144,CASMI_MOL_1196944,CASMI_MOL_1196944,True,2001,10,union_fragannotor_sirius,10
145,CASMI_MOL_1196938,CASMI_MOL_1196938,True,316,18,union_fragannotor_sirius,10
146,CASMI_MOL_1196945,CASMI_MOL_1196945,True,1277,20,union_fragannotor_sirius,10
147,CASMI_MOL_1196946,CASMI_MOL_1196946,True,2001,10,union_fragannotor_sirius,10
148,CASMI_MOL_1196947,CASMI_MOL_1196947,True,2001,10,union_fragannotor_sirius,10
149,CASMI_MOL_1196948,CASMI_MOL_1196948,True,2001,10,union_fragannotor_sirius,10
150,CASMI_MOL_1196949,CASMI_MOL_1196949,True,2001,10,union_fragannotor_sirius,10
151,CASMI_MOL_1196950,CASMI_MOL_1196950,True,1793,10,union_fragannotor_sirius,10
152,CASMI_MOL_1196951,CASMI_MOL_1196951,True,2001,10,union_fragannotor_sirius,10
153,CASMI_MOL_1196952,CASMI_MOL_1196952,True,2001,10,union_fragannotor_sirius,10
154,CASMI_MOL_1196953,CASMI_MOL_1196953,True,2001,10,union_fragannotor_sirius,10
155,CASMI_MOL_1196954,,False,2001,10,union_fragannotor_sirius,10
156,CASMI_MOL_1196955,CASMI_MOL_1196955,True,2001,10,union_fragannotor_sirius,10
157,CASMI_MOL_1196956,CASMI_MOL_1196956,True,2001,10,union_fragannotor_sirius,10
158,CASMI_MOL_1196958,CASMI_MOL_1196958,True,2001,10,union_fragannotor_sirius,10
159,CASMI_MOL_1196914,CASMI_MOL_1196914,True,2001,10,union_fragannotor_sirius,10
160,CASMI_MOL_1196959,CASMI_MOL_1196959,True,658,10,union_fragannotor_sirius,10
161,CASMI_MOL_1196960,CASMI_MOL_1196960,True,2001,10,union_fragannotor_sirius,10
162,CASMI_MOL_1196961,CASMI_MOL_1196961,True,529,20,union_fragannotor_sirius,10
163,CASMI_MOL_1196962,CASMI_MOL_1196962,True,361,20,union_fragannotor_sirius,10
164,CASMI_MOL_1196963,CASMI_MOL_1196963,True,2001,10,union_fragannotor_sirius,10
165,CASMI_MOL_1196937,CASMI_MOL_1196937,True,631,10,union_fragannotor_sirius,10
166,CASMI_MOL_1196964,CASMI_MOL_1196964,True,2001,10,union_fragannotor_sirius,10
167,CASMI_MOL_1196965,CASMI_MOL_1196965,True,2001,10,union_fragannotor_sirius,10
168,CASMI_MOL_1196966,CASMI_MOL_1196966,True,2001,10,union_fragannotor_sirius,10
169,CASMI_MOL_1196967,CASMI_MOL_1196967,True,2001,20,union_fragannotor_sirius,10
170,CASMI_MOL_1196898,CASMI_MOL_1196898,True,2001,10,union_fragannotor_sirius,10
171,CASMI_MOL_1196968,CASMI_MOL_1196968,True,1728,20,union_fragannotor_sirius,10
172,CASMI_MOL_1196879,CASMI_MOL_1196879,True,1959,10,union_fragannotor_sirius,10
173,CASMI_MOL_1196969,CASMI_MOL_1196969,True,2001,10,union_fragannotor_sirius,10
174,CASMI_MOL_1196970,CASMI_MOL_1196970,True,388,20,union_fragannotor_sirius,10
175,CASMI_MOL_1196971,CASMI_MOL_1196971,True,2001,10,union_fragannotor_sirius,10
176,CASMI_MOL_1196972,CASMI_MOL_1196972,True,2001,10,union_fragannotor_sirius,10
177,CASMI_MOL_1196973,CASMI_MOL_1196973,True,336,20,union_fragannotor_sirius,10
178,CASMI_MOL_1196974,,False,2001,10,union_fragannotor_sirius,10
179,CASMI_MOL_1196975,CASMI_MOL_1196975,True,2001,10,union_fragannotor_sirius,10
180,CASMI_MOL_1196976,CASMI_MOL_1196976,True,2001,10,union_fragannotor_sirius,10
181,CASMI_MOL_1196915,CASMI_MOL_1196915,True,2001,10,union_fragannotor_sirius,10
182,CASMI_MOL_1196977,CASMI_MOL_1196977,True,826,10,union_fragannotor_sirius,10
183,CASMI_MOL_1196931,,False,2001,10,union_fragannotor_sirius,10
184,CASMI_MOL_1196978,CASMI_MOL_1196978,True,219,15,union_fragannotor_sirius,10
185,CASMI_MOL_1196979,CASMI_MOL_1196979,True,2001,10,union_fragannotor_sirius,10
186,CASMI_MOL_1196980,CASMI_MOL_1196980,True,2001,10,union_fragannotor_sirius,10
187,CASMI_MOL_1196981,CASMI_MOL_1196981,True,2001,10,union_fragannotor_sirius,10
188,CASMI_MOL_1196982,CASMI_MOL_1196982,True,2001,10,union_fragannotor_sirius,10
189,CASMI_MOL_1196983,,False,2001,10,union_fragannotor_sirius,10
190,CASMI_MOL_1196940,CASMI_MOL_1196940,True,2001,10,union_fragannotor_sirius,10
191,CASMI_MOL_1196908,CASMI_MOL_1196908,True,1876,10,union_fragannotor_sirius,10
192,CASMI_MOL_1196984,,False,735,10,union_fragannotor_sirius,10
193,CASMI_MOL_1196985,,False,2001,10,union_fragannotor_sirius,10
194,CASMI_MOL_1196986,,False,2001,10,union_fragannotor_sirius,10
195,CASMI_MOL_1196987,,False,1274,19,union_fragannotor_sirius,10
196,CASMI_MOL_1196988,,False,2001,10,union_fragannotor_sirius,10
197,CASMI_MOL_1196989,,False,1202,20,union_fragannotor_sirius,10
198,CASMI_MOL_1196990,,False,2001,10,union_fragannotor_sirius,10
199,CASMI_MOL_1196991,,False,2001,10,union_fragannotor_sirius,10
200,CASMI_MOL_1196992,,False,510,19,union_fragannotor_sirius,10
201,CASMI_MOL_1196993,,False,2001,10,union_fragannotor_sirius,10
202,CASMI_MOL_1196994,,False,2001,10,union_fragannotor_sirius,10
203,CASMI_MOL_1196889,CASMI_MOL_1196889,True,2001,10,union_fragannotor_sirius,10
204,CASMI_MOL_1196995,,False,2001,10,union_fragannotor_sirius,10
205,CASMI_MOL_1196996,,False,2001,10,union_fragannotor_sirius,10
206,CASMI_MOL_1196927,,False,2001,10,union_fragannotor_sirius,10
207,CASMI_MOL_1196997,,False,2001,10,union_fragannotor_sirius,10
208,CASMI_MOL_1196916,CASMI_MOL_1196916,True,2001,10,union_fragannotor_sirius,10
209,CASMI_MOL_1196904,CASMI_MOL_1196904,True,2001,10,union_fragannotor_sirius,10
210,CASMI_MOL_1196998,,False,2001,10,union_fragannotor_sirius,10
211,CASMI_MOL_1196999,,False,2001,10,union_fragannotor_sirius,10
212,CASMI_MOL_1197000,,False,2001,10,union_fragannotor_sirius,10
213,CASMI_MOL_1197001,,False,2001,10,union_fragannotor_sirius,10
214,CASMI_MOL_1197002,,False,1846,10,union_fragannotor_sirius,10
215,CASMI_MOL_1197003,,False,2001,10,union_fragannotor_sirius,10
216,CASMI_MOL_1197004,,False,2001,10,union_fragannotor_sirius,10
217,CASMI_MOL_1197005,,False,2001,10,union_fragannotor_sirius,10
218,CASMI_MOL_1197006,,False,2001,10,union_fragannotor_sirius,10
219,CASMI_MOL_1197007,,False,2001,10,union_fragannotor_sirius,10
220,CASMI_MOL_1196917,CASMI_MOL_1196917,True,2001,10,union_fragannotor_sirius,10
221,CASMI_MOL_1197008,,False,2001,10,union_fragannotor_sirius,10
222,CASMI_MOL_1197009,,False,2001,10,union_fragannotor_sirius,10
223,CASMI_MOL_1197010,,False,2001,10,union_fragannotor_sirius,10
224,CASMI_MOL_1197011,,False,2001,10,union_fragannotor_sirius,10
225,CASMI_MOL_1197012,,False,2001,10,union_fragannotor_sirius,10
226,CASMI_MOL_1197013,,False,2001,10,union_fragannotor_sirius,10
227,CASMI_MOL_1197014,,False,1329,10,union_fragannotor_sirius,10
228,CASMI_MOL_1196957,CASMI_MOL_1196957,True,2001,10,union_fragannotor_sirius,10
0,CASMI_MOL_1196787,,False,1241,50,union_fragannotor_sirius,25
1,CASMI_MOL_1196788,CASMI_MOL_1196788,True,2001,25,union_fragannotor_sirius,25
2,CASMI_MOL_1196789,CASMI_MOL_1196789,True,2001,25,union_fragannotor_sirius,25
3,CASMI_MOL_1196790,,False,2001,25,union_fragannotor_sirius,25
4,CASMI_MOL_1196791,,False,2001,25,union_fragannotor_sirius,25
5,CASMI_MOL_1196792,CASMI_MOL_1196792,True,1074,49,union_fragannotor_sirius,25
6,CASMI_MOL_1196793,CASMI_MOL_1196793,True,1524,25,union_fragannotor_sirius,25
7,CASMI_MOL_1196794,CASMI_MOL_1196794,True,2001,25,union_fragannotor_sirius,25
8,CASMI_MOL_1196795,CASMI_MOL_1196795,True,1910,25,union_fragannotor_sirius,25
9,CASMI_MOL_1196796,CASMI_MOL_1196796,True,2001,25,union_fragannotor_sirius,25
10,CASMI_MOL_1196797,CASMI_MOL_1196797,True,2001,44,union_fragannotor_sirius,25
11,CASMI_MOL_1196798,,False,2001,25,union_fragannotor_sirius,25
12,CASMI_MOL_1196799,CASMI_MOL_1196799,True,2001,25,union_fragannotor_sirius,25
13,CASMI_MOL_1196800,CASMI_MOL_1196800,True,548,25,union_fragannotor_sirius,25
14,CASMI_MOL_1196801,CASMI_MOL_1196801,True,2001,25,union_fragannotor_sirius,25
15,CASMI_MOL_1196802,,False,2001,25,union_fragannotor_sirius,25
16,CASMI_MOL_1196803,CASMI_MOL_1196803,True,103,25,union_fragannotor_sirius,25
17,CASMI_MOL_1196804,CASMI_MOL_1196804,True,2001,25,union_fragannotor_sirius,25
18,CASMI_MOL_1196806,CASMI_MOL_1196806,True,2001,25,union_fragannotor_sirius,25
19,CASMI_MOL_1196807,CASMI_MOL_1196807,True,2001,25,union_fragannotor_sirius,25
20,CASMI_MOL_1196808,CASMI_MOL_1196808,True,405,46,union_fragannotor_sirius,25
21,CASMI_MOL_1196809,,False,2001,25,union_fragannotor_sirius,25
22,CASMI_MOL_1196810,,False,2001,25,union_fragannotor_sirius,25
23,CASMI_MOL_1196811,,False,2001,25,union_fragannotor_sirius,25
24,CASMI_MOL_1196813,,False,2001,25,union_fragannotor_sirius,25
25,CASMI_MOL_1196814,CASMI_MOL_1196814,True,2001,25,union_fragannotor_sirius,25
26,CASMI_MOL_1196815,CASMI_MOL_1196815,True,2001,25,union_fragannotor_sirius,25
27,CASMI_MOL_1196816,CASMI_MOL_1196816,True,2001,25,union_fragannotor_sirius,25
28,CASMI_MOL_1196817,CASMI_MOL_1196817,True,2001,25,union_fragannotor_sirius,25
29,CASMI_MOL_1196818,CASMI_MOL_1196818,True,2001,25,union_fragannotor_sirius,25
30,CASMI_MOL_1196819,CASMI_MOL_1196819,True,2001,25,union_fragannotor_sirius,25
31,CASMI_MOL_1196820,CASMI_MOL_1196820,True,2001,25,union_fragannotor_sirius,25
32,CASMI_MOL_1196821,CASMI_MOL_1196821,True,2001,25,union_fragannotor_sirius,25
33,CASMI_MOL_1196822,,False,2001,25,union_fragannotor_sirius,25
34,CASMI_MOL_1196823,CASMI_MOL_1196823,True,457,25,union_fragannotor_sirius,25
35,CASMI_MOL_1196824,CASMI_MOL_1196824,True,233,48,union_fragannotor_sirius,25
36,CASMI_MOL_1196825,,False,2001,25,union_fragannotor_sirius,25
37,CASMI_MOL_1196826,CASMI_MOL_1196826,True,2001,25,union_fragannotor_sirius,25
38,CASMI_MOL_1196827,CASMI_MOL_1196827,True,2001,25,union_fragannotor_sirius,25
39,CASMI_MOL_1196829,CASMI_MOL_1196829,True,859,25,union_fragannotor_sirius,25
40,CASMI_MOL_1196830,,False,2001,39,union_fragannotor_sirius,25
41,CASMI_MOL_1196831,,False,2001,25,union_fragannotor_sirius,25
42,CASMI_MOL_1196832,CASMI_MOL_1196832,True,2001,25,union_fragannotor_sirius,25
43,CASMI_MOL_1196833,CASMI_MOL_1196833,True,2001,25,union_fragannotor_sirius,25
44,CASMI_MOL_1196835,CASMI_MOL_1196835,True,1509,49,union_fragannotor_sirius,25
45,CASMI_MOL_1196836,CASMI_MOL_1196836,True,2001,25,union_fragannotor_sirius,25
46,CASMI_MOL_1196837,CASMI_MOL_1196837,True,960,25,union_fragannotor_sirius,25
47,CASMI_MOL_1196838,,False,1798,25,union_fragannotor_sirius,25
48,CASMI_MOL_1196839,CASMI_MOL_1196839,True,2001,25,union_fragannotor_sirius,25
49,CASMI_MOL_1196840,CASMI_MOL_1196840,True,729,25,union_fragannotor_sirius,25
50,CASMI_MOL_1196841,,False,1506,25,union_fragannotor_sirius,25
51,CASMI_MOL_1196842,CASMI_MOL_1196842,True,558,50,union_fragannotor_sirius,25
52,CASMI_MOL_1196843,CASMI_MOL_1196843,True,2001,25,union_fragannotor_sirius,25
53,CASMI_MOL_1196844,CASMI_MOL_1196844,True,1206,25,union_fragannotor_sirius,25
54,CASMI_MOL_1196845,CASMI_MOL_1196845,True,2001,25,union_fragannotor_sirius,25
55,CASMI_MOL_1196846,CASMI_MOL_1196846,True,2001,25,union_fragannotor_sirius,25
56,CASMI_MOL_1196828,CASMI_MOL_1196828,True,2001,25,union_fragannotor_sirius,25
57,CASMI_MOL_1196848,CASMI_MOL_1196848,True,2001,25,union_fragannotor_sirius,25
58,CASMI_MOL_1196849,CASMI_MOL_1196849,True,2001,25,union_fragannotor_sirius,25
59,CASMI_MOL_1196850,CASMI_MOL_1196850,True,2001,25,union_fragannotor_sirius,25
60,CASMI_MOL_1196851,CASMI_MOL_1196851,True,2001,25,union_fragannotor_sirius,25
61,CASMI_MOL_1196853,CASMI_MOL_1196853,True,2001,25,union_fragannotor_sirius,25
62,CASMI_MOL_1196854,CASMI_MOL_1196854,True,2001,25,union_fragannotor_sirius,25
63,CASMI_MOL_1196855,CASMI_MOL_1196855,True,2001,25,union_fragannotor_sirius,25
64,CASMI_MOL_1196856,CASMI_MOL_1196856,True,817,25,union_fragannotor_sirius,25
65,CASMI_MOL_1196857,CASMI_MOL_1196857,True,2001,25,union_fragannotor_sirius,25
66,CASMI_MOL_1196858,CASMI_MOL_1196858,True,2001,25,union_fragannotor_sirius,25
67,CASMI_MOL_1196859,CASMI_MOL_1196859,True,2001,25,union_fragannotor_sirius,25
68,CASMI_MOL_1196860,CASMI_MOL_1196860,True,1511,25,union_fragannotor_sirius,25
69,CASMI_MOL_1196861,CASMI_MOL_1196861,True,2001,25,union_fragannotor_sirius,25
70,CASMI_MOL_1196862,CASMI_MOL_1196862,True,2001,25,union_fragannotor_sirius,25
71,CASMI_MOL_1196863,CASMI_MOL_1196863,True,2001,25,union_fragannotor_sirius,25
72,CASMI_MOL_1196864,CASMI_MOL_1196864,True,2001,25,union_fragannotor_sirius,25
