dataset,model,status,native_or_fallback,query_id,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_id,top1_score
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,78,787,1.0,True,True,True,1.0,CASMI_MOL_1196869,0.8722649963954817
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,79,7821,1.0,True,True,True,1.0,CASMI_MOL_1196870,0.8463716742218768
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,80,7809,1.0,True,True,True,1.0,CASMI_MOL_1196871,0.8626969591247354
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,82,5788,1.0,True,True,True,1.0,CASMI_MOL_1196873,0.8711490168670882
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,83,9564,1.0,True,True,True,1.0,CASMI_MOL_1196874,0.8543044423834414
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,84,7090,1.0,True,True,True,1.0,CASMI_MOL_1196852,0.86195475182609
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,87,2560,1.0,True,True,True,1.0,CASMI_MOL_1196876,0.8526967843697071
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,88,6054,708.0,False,False,False,0.0014124293785310734,CASMI_MOL_456110,0.8017886474902486
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,89,9564,1.0,True,True,True,1.0,CASMI_MOL_1196805,0.8734228670026306
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,90,1959,1.0,True,True,True,1.0,CASMI_MOL_1196878,0.8495011897615667
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,93,9460,1.0,True,True,True,1.0,CASMI_MOL_1196881,0.8479833623038833
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,94,347,1.0,True,True,True,1.0,CASMI_MOL_1196882,0.8119318756800185
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,95,1877,1.0,True,True,True,1.0,CASMI_MOL_1196883,0.8476151697735113
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,96,6683,1.0,True,True,True,1.0,CASMI_MOL_1196884,0.8476032651545224
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,98,9270,5655.0,False,False,False,0.00017683465959328028,CASMI_MOL_486666,0.7731907044991256
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,99,6863,1.0,True,True,True,1.0,CASMI_MOL_1196887,0.8490228320192683
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,100,6530,1.0,True,True,True,1.0,CASMI_MOL_1196888,0.8483626509554255
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,101,7839,1.0,True,True,True,1.0,CASMI_MOL_1196890,0.8786754916343642
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,102,4859,1.0,True,True,True,1.0,CASMI_MOL_1196891,0.8469573112952411
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,104,8559,1.0,True,True,True,1.0,CASMI_MOL_1196893,0.8493797094263493
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,105,9237,1.0,True,True,True,1.0,CASMI_MOL_1196894,0.8465063267219034
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,106,9491,1.0,True,True,True,1.0,CASMI_MOL_1196895,0.8570900994157148
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,107,8301,1.0,True,True,True,1.0,CASMI_MOL_1196896,0.8549849081990722
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,108,9739,1.0,True,True,True,1.0,CASMI_MOL_1196899,0.8703724600753193
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,109,4864,1.0,True,True,True,1.0,CASMI_MOL_1196900,0.8495723149954779
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,111,2744,1.0,True,True,True,1.0,CASMI_MOL_1196902,0.8488275563820712
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,112,9092,1.0,True,True,True,1.0,CASMI_MOL_1196903,0.8509503484140644
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,113,7164,1.0,True,True,True,1.0,CASMI_MOL_1196905,0.8477744426973526
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,114,689,28.0,False,False,False,0.03571428571428571,CASMI_MOL_593314,0.199998970163435
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,115,1876,1.0,True,True,True,1.0,CASMI_MOL_1196907,0.8474264212493944
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,116,9725,1.0,True,True,True,1.0,CASMI_MOL_1196909,0.8554811107763196
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,119,9424,4693.0,False,False,False,0.00021308331557639036,CASMI_MOL_619997,0.8375077050442569
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,120,9633,1.0,True,True,True,1.0,CASMI_MOL_1196913,0.8580639543504125
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,121,9371,1.0,True,True,True,1.0,CASMI_MOL_1196918,0.8485358109944652
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,122,3108,1.0,True,True,True,1.0,CASMI_MOL_1196919,0.8492847887338579
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,123,2103,1.0,True,True,True,1.0,CASMI_MOL_1196920,0.8490364129516506
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,126,9036,1.0,True,True,True,1.0,CASMI_MOL_1196923,0.8477785172516799
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,127,1657,1.0,True,True,True,1.0,CASMI_MOL_1196924,0.8469784662901414
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,128,9700,1.0,True,True,True,1.0,CASMI_MOL_1196925,0.8536990008889317
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,129,8301,1.0,True,True,True,1.0,CASMI_MOL_1196897,0.8490981514470407
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,130,9113,1.0,True,True,True,1.0,CASMI_MOL_1196926,0.8610205209006756
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,131,9650,1.0,True,True,True,1.0,CASMI_MOL_1196928,0.8530695922519498
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,132,9018,1.0,True,True,True,1.0,CASMI_MOL_1196929,0.8495064029396817
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,135,6577,486.0,False,False,False,0.00205761316872428,CASMI_MOL_729070,0.8210767823772144
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,136,9626,1.0,True,True,True,1.0,CASMI_MOL_1196934,0.8484668423032222
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,137,8774,1.0,True,True,True,1.0,CASMI_MOL_1196935,0.8485139212085917
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,138,8939,1.0,True,True,True,1.0,CASMI_MOL_1196936,0.8481099847756874
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,139,631,13.0,False,False,False,0.07692307692307693,CASMI_MOL_763096,0.19997352004302305
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,140,9134,1.0,True,True,True,1.0,CASMI_MOL_1196939,0.848136386555763
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,142,9236,1.0,True,True,True,1.0,CASMI_MOL_1196942,0.8493761590637683
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,143,8691,265.0,False,False,False,0.0037735849056603774,CASMI_MOL_790129,0.8060680274865548
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,144,9540,1.0,True,True,True,1.0,CASMI_MOL_1196944,0.8489720393791323
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,145,316,7.0,False,False,True,0.14285714285714285,CASMI_MOL_763240,0.20056288918250872
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,146,1277,200.0,False,False,False,0.005,CASMI_MOL_808547,0.19998510443947798
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,147,4034,1.0,True,True,True,1.0,CASMI_MOL_1196946,0.8489358223618257
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,149,9235,1.0,True,True,True,1.0,CASMI_MOL_1196948,0.8473994770222567
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,150,7703,1.0,True,True,True,1.0,CASMI_MOL_1196949,0.7918242684706239
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,151,1793,1.0,True,True,True,1.0,CASMI_MOL_1196950,0.8669138976542173
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,155,9273,2545.0,False,False,False,0.0003929273084479371,CASMI_MOL_860559,0.7785662916308748
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,156,8995,1.0,True,True,True,1.0,CASMI_MOL_1196955,0.850387660149737
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,157,6956,1.0,True,True,True,1.0,CASMI_MOL_1196956,0.878387296128298
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,158,3729,5.0,False,True,True,0.2,CASMI_MOL_886369,0.8343744720182638
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,159,9633,1.0,True,True,True,1.0,CASMI_MOL_1196914,0.8556652777645545
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,163,361,30.0,False,False,False,0.03333333333333333,CASMI_MOL_895656,0.20057484313223883
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,164,9014,1.0,True,True,True,1.0,CASMI_MOL_1196963,0.8494971215562988
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,165,631,51.0,False,False,False,0.0196078431372549,CASMI_MOL_763240,0.19999823148923493
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,166,6879,1.0,True,True,True,1.0,CASMI_MOL_1196964,0.8697245844582758
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,169,4670,122.0,False,False,False,0.00819672131147541,CASMI_MOL_930257,0.19999999516901004
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,170,8301,1.0,True,True,True,1.0,CASMI_MOL_1196898,0.8495544269405542
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,171,1728,295.0,False,False,False,0.003389830508474576,CASMI_MOL_935027,0.19999949594859057
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,172,1959,1.0,True,True,True,1.0,CASMI_MOL_1196879,0.8510088083539775
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,173,8918,1.0,True,True,True,1.0,CASMI_MOL_1196969,0.848934362576243
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,176,2390,1.0,True,True,True,1.0,CASMI_MOL_1196972,0.8476480111150315
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,177,336,20.0,False,False,False,0.05,CASMI_MOL_953086,0.21865408456120766
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,178,2608,853.0,False,False,False,0.0011723329425556857,CASMI_MOL_953459,0.5500359836712551
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,179,8960,1.0,True,True,True,1.0,CASMI_MOL_1196975,0.8733692779741575
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,180,6387,1.0,True,True,True,1.0,CASMI_MOL_1196976,0.8481054839394853
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,181,9633,1.0,True,True,True,1.0,CASMI_MOL_1196915,0.8627032551963921
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,185,6320,1.0,True,True,True,1.0,CASMI_MOL_1196979,0.8898672341449684
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,186,9661,1.0,True,True,True,1.0,CASMI_MOL_1196980,0.8638746172041426
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,187,8418,1.0,True,True,True,1.0,CASMI_MOL_1196981,0.8710582115422495
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,188,6643,185.0,False,False,False,0.005405405405405406,CASMI_MOL_1000060,0.8470286782753318
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,189,3839,826.0,False,False,False,0.0012106537530266344,CASMI_MOL_1003265,0.8494263474584995
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,190,9134,1.0,True,True,True,1.0,CASMI_MOL_1196940,0.8507634350774708
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,191,1876,1.0,True,True,True,1.0,CASMI_MOL_1196908,0.8482370922985797
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,192,735,153.0,False,False,False,0.006535947712418301,CASMI_MOL_1007108,0.8468324867414256
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,193,7937,889.0,False,False,False,0.0011248593925759281,CASMI_MOL_1007831,0.8529399850029424
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,194,9378,2318.0,False,False,False,0.0004314063848144953,CASMI_MOL_1021925,0.8541925393807688
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,195,1274,252.0,False,False,False,0.003968253968253968,CASMI_MOL_1025671,0.199971731980173
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,196,4522,875.0,False,False,False,0.001142857142857143,CASMI_MOL_1026422,0.8078665841103029
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,199,4447,948.0,False,False,False,0.0010548523206751054,CASMI_MOL_1042492,0.7933161500800381
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,200,510,392.0,False,False,False,0.002551020408163265,CASMI_MOL_1046417,0.1999982594771548
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,201,7033,3517.0,False,False,False,0.0002843332385555871,CASMI_MOL_1046624,0.8913381333341075
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,205,9363,4318.0,False,False,False,0.0002315886984715146,CASMI_MOL_1067178,0.8694454445083397
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,206,9113,984.0,False,False,False,0.0010162601626016261,CASMI_MOL_688961,0.8468035858708022
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,207,5971,2474.0,False,False,False,0.0004042037186742118,CASMI_MOL_1076539,0.8551127829520303
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,208,9633,1.0,True,True,True,1.0,CASMI_MOL_1196916,0.8576486065879911
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,209,9092,1.0,True,True,True,1.0,CASMI_MOL_1196904,0.8490821966231225
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,210,6490,6395.0,False,False,False,0.0001563721657544957,CASMI_MOL_1082507,0.8717407778214696
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,211,9668,9396.0,False,False,False,0.00010642826734780758,CASMI_MOL_1088996,0.8680735270349588
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,212,9580,9547.0,False,False,False,0.00010474494605635278,CASMI_MOL_1098663,0.849009701181355
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,213,9069,1131.0,False,False,False,0.0008841732979664014,CASMI_MOL_1108242,0.8479393411421464
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,214,1846,599.0,False,False,False,0.001669449081803005,CASMI_MOL_1117311,0.8640955178754416
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,215,9453,2008.0,False,False,False,0.00049800796812749,CASMI_MOL_1119155,0.8489512253547475
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,216,5420,1820.0,False,False,False,0.0005494505494505495,CASMI_MOL_1128606,0.8591041788347996
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,218,7363,3342.0,False,False,False,0.0002992220227408737,CASMI_MOL_1138969,0.8707295644392241
CASMI2022,FragAnnotator,completed,formal_fixed_component_score_mode_full_supported_candidate_set,219,3155,1884.0,False,False,False,0.0005307855626326964,CASMI_MOL_1146332,0.8511902841109915
