dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds
CASMI2022,massformer,completed,15,15,34,[M+H]+,505.221679905913,40,CASMI_MOL_1196802,full_query_candidate_set,4775,4775,0,0,3737.0,False,False,False,0.0002675943270002,C=CCN1C(=O)NC(c2cccc(F)c2)c2c1cn(C(C(=O)NCC1CCCO1)c1ccccc1)c2O,0.0852713178294573,False,binned_cosine_1Da,2937.107092142105
CASMI2022,massformer,completed,16,16,35,[M+H]+,522.596526377514,40,CASMI_MOL_1196803,full_query_candidate_set,103,103,0,0,23.0,False,False,False,0.0434782608695652,CCC(C)(C)CCCC(C)(C)CC(CC(C)(C)CCCC(C)(C)CC(C)C)C(C)(C)CCCC(C)(C)N,0.0975609756097561,True,binned_cosine_1Da,189.503621339798
CASMI2022,massformer,completed,17,17,41,[M+H]+,251.163916083717,40,CASMI_MOL_1196804,full_query_candidate_set,9564,9564,0,0,1855.0,False,False,False,0.0005390835579514,C[n+]1cccc(C2N([O])C(C)(C)C(C)(C)N2[O-])c1,0.0967741935483871,False,binned_cosine_1Da,7526.513406038284
CASMI2022,massformer,completed,18,18,42,[M+H]+,199.096388145119,40,CASMI_MOL_1196806,full_query_candidate_set,6548,6548,0,0,1284.0,False,False,False,0.0007788161993769,CC1(OO)C(=O)C2CCCC(C2)C1=O,0.0980392156862745,True,binned_cosine_1Da,4022.79541015625
CASMI2022,massformer,partial_prediction_failures,21,21,48,[M+H]+,419.096457918953,40,CASMI_MOL_1196809,full_query_candidate_set,5615,5613,2,2,55.0,False,False,False,0.0181818181818181,CC(=O)Oc1cc(OC(C)=O)cc(Oc2c(OC(C)=O)cc(O)cc2OC(C)=O)c1,0.2040816326530612,True,binned_cosine_1Da,3176.695194482804
CASMI2022,massformer,partial_prediction_failures,22,22,54,[M+H]+,235.09602715843,40,CASMI_MOL_1196810,full_query_candidate_set,6294,6290,4,4,5111.0,False,False,False,0.0001956564273136,CC(C)(O)C(=O)C=Cc1ccc2c(c1)OCO2,0.1403508771929824,True,binned_cosine_1Da,5324.914090633392
CASMI2022,massformer,completed,23,23,55,[M+H]+,305.24715503306,40,CASMI_MOL_1196811,full_query_candidate_set,5745,5745,0,0,1110.0,False,False,False,0.0009009009009009,CCCCCC=Cc1c(O)c(C)c(C(C)C)c(O)c1C(C)C,0.0845070422535211,True,binned_cosine_1Da,958.9645273685456
CASMI2022,massformer,partial_prediction_failures,24,24,56,[M+H]+,251.081286729391,40,CASMI_MOL_1196813,full_query_candidate_set,5015,5003,12,12,1001.0,False,False,False,0.0009990009990009,N#CCN1C(C(F)(F)F)=CC=Cc2ccccc21,0.0909090909090909,False,binned_cosine_1Da,4741.017975330353
CASMI2022,massformer,completed,25,25,57,[M+H]+,256.190347458289,40,CASMI_MOL_1196814,full_query_candidate_set,9778,9778,0,0,98.0,False,False,False,0.010204081632653,CC=CC1CCN(C(=O)OC(C)(C)C)CC(O)C1,0.0793650793650793,True,binned_cosine_1Da,564.9872148036957
CASMI2022,massformer,completed,26,26,63,[M+H]+,287.113248407357,40,CASMI_MOL_1196815,full_query_candidate_set,8521,8521,0,0,4114.0,False,False,False,0.0002430724355858,CCOC(=O)C(C#N)=CC(=NNC(N)=O)c1ccccc1,0.131578947368421,True,binned_cosine_1Da,506.24738073349
CASMI2022,massformer,completed,27,27,64,[M+H]+,564.248474121094,40,CASMI_MOL_1196816,full_query_candidate_set,3327,3327,0,0,1611.0,False,False,False,0.0006207324643078,Cc1c(-c2[nH]c3sc(C4CC5CC4CN5C4CC5(C4)CS(=O)(=O)C5)c(C)c3c2C(C)C)cn2ncnc2c1C,0.0725806451612903,False,binned_cosine_1Da,279.2940821647644
