dataset,spectrum_id,query_id,true compound name if available,true SMILES,true InChIKey,true molecular formula,PFAS class/subclass if available,precursor m/z,ion mode,adduct,number of candidates,FragAnnotor true rank,FragAnnotor top-1 candidate SMILES,FragAnnotor top-1 candidate InChIKey,FragAnnotor top-1 score,FragAnnotor status,FragAnnotor native_or_fallback,CFM-ID true rank,CFM-ID top-1 candidate SMILES,CFM-ID top-1 candidate InChIKey,CFM-ID top-1 score,CFM-ID status,CFM-ID native_or_fallback,SIRIUS true rank,SIRIUS top-1 candidate SMILES,SIRIUS top-1 candidate InChIKey,SIRIUS top-1 score,SIRIUS status,SIRIUS native_or_fallback,MS2DeepScore true rank,MS2DeepScore top-1 candidate SMILES,MS2DeepScore top-1 candidate InChIKey,MS2DeepScore top-1 score,MS2DeepScore status,MS2DeepScore native_or_fallback,top-1 Tanimoto similarity,whether FragAnnotor beats CFM-ID,rank improvement over CFM-ID,whether FragAnnotor beats SIRIUS,rank improvement over SIRIUS,whether FragAnnotor beats MS2DeepScore,rank improvement over MS2DeepScore,failure category if applicable
CASMI2022,107,107,,Cc1c(O)oc2c1C=C1CCC3C(C)(C)C(O)CCC3(C)C1C2,CASMI_MOL_1196896,C20H28O3,,317.210886689853,P,[M+H]+,2001,1.0,Cc1c(O)oc2c1C=C1CCC3C(C)(C)C(O)CCC3(C)C1C2,CASMI_MOL_1196896,0.8549849081990722,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,Cc1c(O)oc2c1C=C1CCC3C(C)(C)C(O)CCC3(C)C1C2,CASMI_MOL_1196896,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,108,108,,CC(C)CC1NC(=O)C2CCCN2C1=O,CASMI_MOL_1196899,C11H18N2O2,,211.143956950586,P,[M+H]+,2001,1.0,CC(C)CC1NC(=O)C2CCCN2C1=O,CASMI_MOL_1196899,0.8703724600753193,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(C)CC1NC(=O)C2CCCN2C1=O,CASMI_MOL_1196899,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,109,109,,O=c1c(O)c(-c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)oc2cc(O)cc(O)c12,CASMI_MOL_1196900,C21H20O12,,465.102494314505,P,[M+H]+,2001,1.0,O=c1c(O)c(-c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)oc2cc(O)cc(O)c12,CASMI_MOL_1196900,0.8495723149954779,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,O=c1c(O)c(-c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)oc2cc(O)cc(O)c12,CASMI_MOL_1196900,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,11,11,,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nc12,CASMI_MOL_1196798,C23H32N6O4S,,489.226761835099,P,[M+H]+,2001,449.0,O=C(CCc1ccn2ncc(C(=O)NCCN(c3ccccc3)c3ccccc3)c2c1)c1ccccc1,CASMI_MOL_48838,0.8473371472724266,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,449.0,O=C(CCc1ccn2ncc(C(=O)NCCN(c3ccccc3)c3ccccc3)c2c1)c1ccccc1,CASMI_MOL_48838,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,0.08411214953271028,False,,False,0.0,False,,missed_top10
CASMI2022,110,110,,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)C(O)CC24CC25CCC(O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196901,C32H50O7,,569.344143925056,P,[M+Na]+,824,1.0,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)C(O)CC24CC25CCC(O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196901,0.9217815363941089,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)C(O)CC24CC25CCC(O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196901,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,111,111,,O=C(O)CNC(=O)C1CCCN1,CASMI_MOL_1196902,C7H12N2O3,,173.091842651367,P,[M+H]+,2001,1.0,O=C(O)CNC(=O)C1CCCN1,CASMI_MOL_1196902,0.8488275563820712,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,O=C(O)CNC(=O)C1CCCN1,CASMI_MOL_1196902,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,112,112,,COc1cc(O)c(CCc2cccc(O)c2)cc1OC,CASMI_MOL_1196903,C16H18O4,,275.127474208511,P,[M+H]+,2001,1.0,COc1cc(O)c(CCc2cccc(O)c2)cc1OC,CASMI_MOL_1196903,0.8509503484140644,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COc1cc(O)c(CCc2cccc(O)c2)cc1OC,CASMI_MOL_1196903,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,113,113,,CCCCC(O)CC=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O,CASMI_MOL_1196905,C20H33NO6,,384.237576499794,P,[M+H]+,2001,1.0,CCCCC(O)CC=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O,CASMI_MOL_1196905,0.8477744426973526,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CCCCC(O)CC=CCC=CCCCC(=O)NC(CCC(=O)O)C(=O)O,CASMI_MOL_1196905,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,114,114,,CC1OC(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OC(CO)C(O)C2O)C(O)C(O)C1O,CASMI_MOL_1196906,C33H40O21,,773.212341308594,P,[M+H]+,689,28.0,COC(=O)CN(CC(=O)OC)c1ccc(C)cc1OCCOc1cc2cc(-c3ccc(C=C(C#N)C#N)s3)c(=O)oc2cc1N(CC(=O)OC)CC(=O)OC,CASMI_MOL_593314,0.199998970163435,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,,,,,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,0.10655737704918032,False,,False,,False,,missed_top10
CASMI2022,115,115,,CC1CC2OC3(OC(C)(C)C2O)C1C1(C)CCC24CC25CCC(=O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196907,C30H46O5,,487.341135509272,P,[M+H]+,1876,1.0,CC1CC2OC3(OC(C)(C)C2O)C1C1(C)CCC24CC25CCC(=O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196907,0.8474264212493944,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC1CC2OC3(OC(C)(C)C2O)C1C1(C)CCC24CC25CCC(=O)C(C)(C)C5CCC4C1(C)C3O,CASMI_MOL_1196907,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,116,116,,CCc1nccc2c1[nH]c1cc(OC)ccc12,CASMI_MOL_1196909,C14H14N2O,,227.117682198429,P,[M+H]+,2001,1.0,CCc1nccc2c1[nH]c1cc(OC)ccc12,CASMI_MOL_1196909,0.8554811107763196,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CCc1nccc2c1[nH]c1cc(OC)ccc12,CASMI_MOL_1196909,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,117,117,,COc1c2occc2c(OCC=C(C)CCC=C(C)C)c2ccc(=O)oc12,CASMI_MOL_1196910,C22H24O5,,391.151150234014,P,[M+Na]+,2001,1.0,COc1c2occc2c(OCC=C(C)CCC=C(C)C)c2ccc(=O)oc12,CASMI_MOL_1196910,0.8482157178917348,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COc1c2occc2c(OCC=C(C)CCC=C(C)C)c2ccc(=O)oc12,CASMI_MOL_1196910,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,118,118,,CC(C)=CCCC(=CCCC(C)=CCCC(C)=CCO)C(=O)O,CASMI_MOL_1196911,C20H32O3,,343.223900602643,P,[M+Na]+,2001,166.0,CCN(CCNC(=O)c1nnn(C2CCNCC2)c1C)C1CC1,CASMI_MOL_613893,0.8112948542810656,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,166.0,CCN(CCNC(=O)c1nnn(C2CCNCC2)c1C)C1CC1,CASMI_MOL_613893,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,0.08450704225352113,False,,False,0.0,False,,missed_top10
CASMI2022,119,119,,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,CASMI_MOL_1196912,C18H16N2O,,277.133189720886,P,[M+H]+,2001,684.0,CCOC(=O)c1nn(Cc2ccc(C)cc2F)cc1C,CASMI_MOL_619997,0.8375077050442569,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,715.0,CCOC(=O)c1nn(Cc2ccc(C)cc2F)cc1C,CASMI_MOL_619997,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,0.16666666666666666,False,,True,31.0,False,,missed_top10
CASMI2022,12,12,,CC(C)NC(=O)CCc1ccccc1,CASMI_MOL_1196799,C12H17NO,,192.138122780028,P,[M+H]+,2001,1.0,CC(C)NC(=O)CCc1ccccc1,CASMI_MOL_1196799,0.8489427524678699,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(C)NC(=O)CCc1ccccc1,CASMI_MOL_1196799,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,120,120,,Cc1c(O)oc2c1CC1(C)C(C)CCCC1C2,CASMI_MOL_1196913,C15H22O2,,235.16901312256,P,[M+H]+,2001,1.0,Cc1c(O)oc2c1CC1(C)C(C)CCCC1C2,CASMI_MOL_1196913,0.8580639543504125,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,Cc1c(O)oc2c1CC1(C)C(C)CCCC1C2,CASMI_MOL_1196913,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,121,121,,COc1cc(C=CCCCCC(O)CC(=O)O)oc(=O)c1C,CASMI_MOL_1196918,C16H22O6,,311.148594834163,P,[M+H]+,2001,1.0,COc1cc(C=CCCCCC(O)CC(=O)O)oc(=O)c1C,CASMI_MOL_1196918,0.8485358109944652,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COc1cc(C=CCCCCC(O)CC(=O)O)oc(=O)c1C,CASMI_MOL_1196918,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,122,122,,CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(O)cc3cn(C(CCC(=O)O)C(=O)O)c(O)c3c1O2,CASMI_MOL_1196919,C28H37NO8,,516.258822820097,P,[M+H]+,2001,1.0,CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(O)cc3cn(C(CCC(=O)O)C(=O)O)c(O)c3c1O2,CASMI_MOL_1196919,0.8492847887338579,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(O)cc3cn(C(CCC(=O)O)C(=O)O)c(O)c3c1O2,CASMI_MOL_1196919,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,123,123,,COC(=O)c1cc(O)cc2oc3cccc(O)c3c(=O)c12,CASMI_MOL_1196920,C15H10O6,,287.05477511929,P,[M+H]+,2001,1.0,COC(=O)c1cc(O)cc2oc3cccc(O)c3c(=O)c12,CASMI_MOL_1196920,0.8490364129516506,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COC(=O)c1cc(O)cc2oc3cccc(O)c3c(=O)c12,CASMI_MOL_1196920,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,124,124,,COc1ccc(CC2C(=O)OCC2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,CASMI_MOL_1196921,C27H34O11,,557.1986375529,P,[M+Na]+,2001,1.0,COc1ccc(CC2C(=O)OCC2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,CASMI_MOL_1196921,0.8478504478342684,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COc1ccc(CC2C(=O)OCC2Cc2ccc(OC3OC(CO)C(O)C(O)C3O)c(OC)c2)cc1OC,CASMI_MOL_1196921,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,125,125,,CC(O)(CO)CCCC(C)(O)c1ccc(C(=O)O)cc1O,CASMI_MOL_1196922,C15H22O6,,321.130456878152,P,[M+Na]+,2001,1.0,CC(O)(CO)CCCC(C)(O)c1ccc(C(=O)O)cc1O,CASMI_MOL_1196922,0.8830387963863933,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(O)(CO)CCCC(C)(O)c1ccc(C(=O)O)cc1O,CASMI_MOL_1196922,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,126,126,,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,CASMI_MOL_1196923,C19H20N2O,,293.164467938574,P,[M+H]+,2001,1.0,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,CASMI_MOL_1196923,0.8477785172516799,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,CASMI_MOL_1196923,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,127,127,,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CC4OC(=O)CC(O)C5(C)C(C(=C)C)CCC3(C)C45)C12,CASMI_MOL_1196924,C30H44O5,,485.325432421438,P,[M+H]+,1657,1.0,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CC4OC(=O)CC(O)C5(C)C(C(=C)C)CCC3(C)C45)C12,CASMI_MOL_1196924,0.8469784662901414,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CC4OC(=O)CC(O)C5(C)C(C(=C)C)CCC3(C)C45)C12,CASMI_MOL_1196924,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,128,128,,O=C(O)CCCCC(=O)Nc1ccccc1C(=O)O,CASMI_MOL_1196925,C13H15NO5,,266.102037994695,P,[M+H]+,2001,1.0,O=C(O)CCCCC(=O)Nc1ccccc1C(=O)O,CASMI_MOL_1196925,0.8536990008889317,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,O=C(O)CCCCC(=O)Nc1ccccc1C(=O)O,CASMI_MOL_1196925,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,129,129,,CC(C)c1ccc2c(c1)C(O)CC1C(C)(C(=O)O)CCCC21C,CASMI_MOL_1196897,C20H28O3,,317.210865326987,P,[M+H]+,2001,1.0,CC(C)c1ccc2c(c1)C(O)CC1C(C)(C(=O)O)CCCC21C,CASMI_MOL_1196897,0.8490981514470407,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(C)c1ccc2c(c1)C(O)CC1C(C)(C(=O)O)CCCC21C,CASMI_MOL_1196897,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,13,13,,CC(=O)OC(C1CC(C)C(C2(C)CCC34CC35CCC(OC3OCC(O)C(O)C3O)C(C)(C)C5CCC4C2(C)C(=O)O)C(=O)O1)C(C)(C)O,CASMI_MOL_1196800,C37H58O12,,717.380089098989,P,[M+Na]+,548,1.0,CC(=O)OC(C1CC(C)C(C2(C)CCC34CC35CCC(OC3OCC(O)C(O)C3O)C(C)(C)C5CCC4C2(C)C(=O)O)C(=O)O1)C(C)(C)O,CASMI_MOL_1196800,0.8478469462303959,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CC(=O)OC(C1CC(C)C(C2(C)CCC34CC35CCC(OC3OCC(O)C(O)C3O)C(C)(C)C5CCC4C2(C)C(=O)O)C(=O)O1)C(C)(C)O,CASMI_MOL_1196800,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,130,130,,COc1cccc2c(O)c3c(c(O)c12)=C(C)OC(C)C=3,CASMI_MOL_1196926,C16H16O4,,273.111899404508,P,[M+H]+,2001,1.0,COc1cccc2c(O)c3c(c(O)c12)=C(C)OC(C)C=3,CASMI_MOL_1196926,0.8610205209006756,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,COc1cccc2c(O)c3c(c(O)c12)=C(C)OC(C)C=3,CASMI_MOL_1196926,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,131,131,,NC(=O)CCC=CCC=CCCCC(=O)O,CASMI_MOL_1196928,C12H19NO3,,226.143449486821,P,[M+H]+,2001,1.0,NC(=O)CCC=CCC=CCCCC(=O)O,CASMI_MOL_1196928,0.8530695922519498,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,NC(=O)CCC=CCC=CCCCC(=O)O,CASMI_MOL_1196928,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
CASMI2022,132,132,,CCC(C)=CC=CCC(=O)OC1=CC=C2CC(=O)C(=O)CC2(C)C1C,CASMI_MOL_1196929,C21H26O4,,343.190181065075,P,[M+H]+,2001,1.0,CCC(C)=CC=CCC(=O)OC1=CC=C2CC(=O)C(=O)CC2(C)C1C,CASMI_MOL_1196929,0.8495064029396817,completed,formal_fixed_component_score_mode,,,,,model_unavailable_native_required,native_runtime_blocked,1.0,CCC(C)=CC=CCC(=O)OC1=CC=C2CC(=O)C(=O)CC2(C)C1C,CASMI_MOL_1196929,1.0,completed,native_sirius,,,,,model_unavailable_native_required,native_unavailable,1.0,False,,False,0.0,False,,
